word	gold	predict
stopped	_	_
when	_	_
a	_	_
lesion	ARG1	_
on	_	_
my	_	_
neck	_	_
started	_	_
enlarging	C-ARG1	_
--	_	_
they	_	_
said	_	_
it	_	_
was	_	_
not	_	_
CA	_	_
but	_	_
stopped	_	_
the	_	_
treatments	_	_
....	_	_
As	_	_
a	_	_
child	_	_
in	_	_
the	_	_
50's	_	_
I	_	_
had	_	_
a	_	_
lot	_	_
of	_	_
glandular	_	_
problems	_	_
and	_	_
they	_	_
treated	_	_
it	_	_
with	_	_
radiation	_	_
therapy	_	_
(	_	_
primitive	_	_
at	_	_
best	_	_
!	_	_
)	_	_
and	_	_
stopped	_	_
when	ARGM-TMP	_
a	_	_
lesion	ARG1	_
on	_	_
my	_	_
neck	_	_
started	_	_
enlarging	_	_
--	_	_
they	_	_
said	_	_
it	_	_
was	_	_
not	_	_
CA	_	_
but	_	_
stopped	_	_
the	_	_
treatments	_	_
....	_	_
As	_	_
a	_	_
child	_	_
in	_	_
the	_	_
50's	_	_
I	_	_
had	_	_
a	_	_
lot	_	_
of	_	_
glandular	_	_
problems	_	_
and	_	_
they	_	_
treated	_	_
it	_	_
with	_	_
radiation	_	_
therapy	_	_
(	_	_
primitive	_	_
at	_	_
best	_	_
!	_	_
)	_	_
and	_	_
stopped	_	_
when	_	_
a	_	_
lesion	_	_
on	_	_
my	_	_
neck	_	_
started	_	_
enlarging	_	_
--	_	_
they	ARG0	_
said	_	_
it	_	_
was	_	_
not	_	_
CA	ARG1	_
but	_	_
stopped	_	_
the	_	_
treatments	_	_
....	_	_
As	_	_
a	_	_
child	_	_
in	_	_
the	_	_
50's	_	_
I	_	_
had	_	_
a	_	_
lot	_	_
of	_	_
glandular	_	_
problems	_	_
and	_	_
they	_	_
treated	_	_
it	_	_
with	_	_
radiation	_	_
therapy	_	_
(	_	_
primitive	_	_
at	_	_
best	_	_
!	_	_
)	_	_
and	_	_
stopped	_	_
when	_	_
a	_	_
lesion	_	_
on	_	_
my	_	_
neck	_	_
started	_	_
enlarging	_	_
--	_	_
they	_	_
said	_	_
it	ARG1	_
was	_	_
not	ARGM-NEG	_
CA	ARG2	_
but	_	_
stopped	_	_
the	_	_
treatments	_	_
....	_	_
As	_	_
a	_	_
child	_	_
in	_	_
the	_	_
50's	_	_
I	_	_
had	_	_
a	_	_
lot	_	_
of	_	_
glandular	_	_
problems	_	_
and	_	_
they	_	_
treated	_	_
it	_	_
with	_	_
radiation	_	_
therapy	_	_
(	_	_
primitive	_	_
at	_	_
best	_	_
!	_	_
)	_	_
and	_	_
stopped	_	_
when	_	_
a	_	_
lesion	_	_
on	_	_
my	_	_
neck	_	_
started	_	_
enlarging	_	_
--	_	_
they	ARG0	_
said	_	_
it	_	_
was	_	_
not	_	_
CA	_	_
but	_	_
stopped	_	_
the	_	_
treatments	ARG1	_
....	_	_
As	_	_
a	_	_
child	_	_
in	_	_
the	_	_
50's	_	_
I	_	_
had	_	_
a	_	_
lot	_	_
of	_	_
glandular	_	_
problems	_	_
and	_	_
they	_	_
treated	_	_
it	_	_
with	_	_
radiation	_	_
therapy	_	_
(	_	_
primitive	_	_
at	_	_
best	_	_
!	_	_
)	_	_
and	_	_
stopped	_	_
when	_	_
a	_	_
lesion	_	_
on	_	_
my	_	_
neck	_	_
started	_	_
enlarging	_	_
--	_	_
they	_	_
said	_	_
it	_	_
was	_	_
not	_	_
CA	_	_
but	_	_
stopped	_	_
the	_	_
treatments	_	_
....	_	_
Remember	_	_
the	_	_
old	_	_
shoe	_	_
sizing	_	_
machines	ARG1	_
that	_	_
was	_	_
a	_	_
form	_	_
of	_	_
radiation	_	_
xray	_	_
?	_	_
Remember	_	_
the	_	_
old	_	_
shoe	ARG1	_
sizing	_	_
machines	_	_
that	_	_
was	_	_
a	_	_
form	_	_
of	_	_
radiation	_	_
xray	_	_
?	_	_
Remember	_	_
the	_	_
old	_	_
shoe	_	_
sizing	_	_
machines	ARG1	_
that	R-ARG1	_
was	_	_
a	_	_
form	ARG2	_
of	_	_
radiation	_	_
xray	_	_
?	_	_
Remember	_	_
the	_	_
old	_	_
shoe	_	_
sizing	_	_
machines	_	_
that	_	_
was	_	_
a	_	_
form	_	_
of	_	_
radiation	ARGM-PRP	_
xray	_	_
?	_	_
That	_	_
too	_	_
was	_	_
stopped	_	_
.	_	_
That	ARG1	_
too	ARGM-DIS	_
was	_	_
stopped	_	_
.	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	ARG1	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	ARG1	_
radiation	ARG0	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	ARG2	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	ARG1	_
radiation	ARG0	_
has	_	_
done	_	_
and	_	_
is	_	_
still	ARGM-TMP	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	ARG2	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	ARGM-MOD	_
be	_	_
no	_	_
doubts	ARG1	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	ARGM-NEG	_
doubts	_	_
about	_	_
the	_	_
effects	ARG1	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	ARG0	_
in	_	_
Chernobyl	_	_
.......	_	_
Do	_	_
n't	_	_
have	_	_
to	_	_
mention	_	_
what	_	_
radiation	_	_
has	_	_
done	_	_
and	_	_
is	_	_
still	_	_
doing	_	_
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	_	_
no	_	_
doubts	_	_
about	_	_
the	_	_
effects	_	_
of	_	_
radiation	_	_
in	_	_
Chernobyl	ARGM-LOC	_
.......	_	_
The	_	_
Chernobyl	_	_
Children	_	_
's	_	_
Project	ARG0	_
(	_	_
http://www.adiccp.org/home/default.asp	_	_
)	_	_
offers	_	_
several	_	_
ways	ARG1	_
to	_	_
help	_	_
the	_	_
children	_	_
of	_	_
that	_	_
region	_	_
.	_	_
The	_	_
Chernobyl	_	_
Children	_	_
's	_	_
Project	_	_
(	_	_
http://www.adiccp.org/home/default.asp	_	_
)	_	_
offers	_	_
several	ARGM-ADJ	_
ways	_	_
to	_	_
help	ARG1	_
the	_	_
children	_	_
of	_	_
that	_	_
region	_	_
.	_	_
The	_	_
Chernobyl	_	_
Children	_	_
's	_	_
Project	_	_
(	_	_
http://www.adiccp.org/home/default.asp	_	_
)	_	_
offers	_	_
several	_	_
ways	ARGM-ADV	_
to	_	_
help	_	_
the	_	_
children	ARG2	_
of	_	_
that	_	_
region	_	_
.	_	_
One	ARG1	_
of	_	_
them	_	_
is	_	_
the	_	_
Rest	_	_
and	_	_
Recuperation	_	_
Program	ARG2	_
,	_	_
wherein	_	_
a	_	_
child	_	_
can	_	_
come	_	_
to	_	_
the	_	_
US	_	_
for	_	_
a	_	_
few	_	_
weeks	_	_
in	_	_
the	_	_
summer	_	_
.	_	_
One	_	_
of	_	_
them	_	_
is	_	_
the	_	_
Rest	_	_
and	_	_
Recuperation	_	_
Program	ARGM-ADV	_
,	_	_
wherein	R-ARGM-ADV	_
a	_	_
child	ARG1	_
can	ARGM-MOD	_
come	_	_
to	_	_
the	_	_
US	ARG4	_
for	_	_
a	_	_
few	_	_
weeks	ARGM-TMP	_
in	_	_
the	_	_
summer	ARGM-TMP	_
.	_	_
Even	_	_
a	_	_
little	_	_
time	ARG1	_
spent	_	_
receiving	ARG2	_
wholesome	_	_
,	_	_
uncontaminated	_	_
food	_	_
,	_	_
good	_	_
medical	_	_
care	_	_
,	_	_
etc.	_	_
can	_	_
add	_	_
years	_	_
to	_	_
their	_	_
lives	_	_
.	_	_
Even	_	_
a	_	_
little	_	_
time	_	_
spent	_	_
receiving	_	_
wholesome	_	_
,	_	_
uncontaminated	_	_
food	ARG1	_
,	_	_
good	_	_
medical	_	_
care	_	_
,	_	_
etc.	_	_
can	_	_
add	_	_
years	_	_
to	_	_
their	_	_
lives	_	_
.	_	_
Even	_	_
a	_	_
little	_	_
time	_	_
spent	_	_
receiving	_	_
wholesome	_	_
,	_	_
uncontaminated	_	_
food	_	_
,	_	_
good	ARGM-ADJ	_
medical	ARGM-ADJ	_
care	_	_
,	_	_
etc.	_	_
can	_	_
add	_	_
years	_	_
to	_	_
their	_	_
lives	_	_
.	_	_
Even	_	_
a	_	_
little	_	_
time	ARG0	_
spent	_	_
receiving	_	_
wholesome	_	_
,	_	_
uncontaminated	_	_
food	_	_
,	_	_
good	_	_
medical	_	_
care	_	_
,	_	_
etc.	_	_
can	ARGM-MOD	_
add	_	_
years	ARG1	_
to	_	_
their	_	_
lives	ARG2	_
.	_	_
S.	ARG0	_
and	_	_
I	_	_
have	_	_
an	_	_
acquaintance	ARG1	_
who	_	_
has	_	_
hosted	_	_
several	_	_
of	_	_
these	_	_
children	_	_
for	_	_
many	_	_
years	_	_
;	_	_
to	_	_
see	_	_
these	_	_
little	_	_
ones	_	_
breaks	_	_
the	_	_
heart	_	_
.	_	_
S.	_	_
and	_	_
I	_	_
have	_	_
an	_	_
acquaintance	_	_
who	_	_
has	_	_
hosted	_	_
several	_	_
of	_	_
these	_	_
children	_	_
for	_	_
many	_	_
years	_	_
;	_	_
to	_	_
see	_	_
these	_	_
little	_	_
ones	_	_
breaks	_	_
the	_	_
heart	_	_
.	_	_
S.	_	_
and	_	_
I	_	_
have	_	_
an	_	_
acquaintance	ARG0	_
who	R-ARG0	_
has	_	_
hosted	_	_
several	ARG1	_
of	_	_
these	_	_
children	_	_
for	_	_
many	_	_
years	ARGM-TMP	_
;	_	_
to	_	_
see	_	_
these	_	_
little	_	_
ones	_	_
breaks	_	_
the	_	_
heart	_	_
.	_	_
S.	_	_
and	_	_
I	_	_
have	_	_
an	_	_
acquaintance	_	_
who	_	_
has	_	_
hosted	_	_
several	_	_
of	_	_
these	_	_
children	_	_
for	_	_
many	_	_
years	_	_
;	_	_
to	_	_
see	_	_
these	_	_
little	_	_
ones	ARG1	_
breaks	_	_
the	_	_
heart	_	_
.	_	_
S.	_	_
and	_	_
I	_	_
have	_	_
an	_	_
acquaintance	_	_
who	_	_
has	_	_
hosted	_	_
several	_	_
of	_	_
these	_	_
children	_	_
for	_	_
many	_	_
years	_	_
;	_	_
to	_	_
see	ARG0	_
these	_	_
little	_	_
ones	_	_
breaks	_	_
the	_	_
heart	ARG1	_
.	_	_
The	_	_
urge	_	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	ARG1	_
all	_	_
in	_	_
is	_	_
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	_	_
me	_	_
more	_	_
grateful	_	_
for	_	_
the	_	_
blessings	_	_
I	_	_
have	_	_
.	_	_
The	_	_
urge	_	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	ARG1	_
all	_	_
in	ARG2	_
is	_	_
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	_	_
me	_	_
more	_	_
grateful	_	_
for	_	_
the	_	_
blessings	_	_
I	_	_
have	_	_
.	_	_
The	_	_
urge	ARG1	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	_	_
all	_	_
in	_	_
is	_	_
almost	_	_
overwhelming	ARG2	_
,	_	_
and	_	_
makes	_	_
me	_	_
more	_	_
grateful	_	_
for	_	_
the	_	_
blessings	_	_
I	_	_
have	_	_
.	_	_
The	_	_
urge	ARG0	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	_	_
all	_	_
in	_	_
is	_	_
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	_	_
me	ARG1	_
more	_	_
grateful	ARG1	_
for	_	_
the	_	_
blessings	_	_
I	_	_
have	_	_
.	_	_
The	_	_
urge	_	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	_	_
all	_	_
in	_	_
is	_	_
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	_	_
me	ARG0	_
more	ARGM-EXT	_
grateful	_	_
for	_	_
the	_	_
blessings	ARG2	_
I	_	_
have	_	_
.	_	_
The	_	_
urge	_	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	_	_
all	_	_
in	_	_
is	_	_
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	_	_
me	_	_
more	_	_
grateful	_	_
for	_	_
the	_	_
blessings	_	_
I	_	_
have	ARGM-ADJ	_
.	_	_
The	_	_
urge	_	_
to	_	_
protect	_	_
and	_	_
gather	_	_
them	_	_
all	_	_
in	_	_
is	_	_
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	_	_
me	_	_
more	_	_
grateful	_	_
for	_	_
the	_	_
blessings	ARG1	_
I	ARG0	_
have	_	_
.	_	_
Take	_	_
care	ARGM-PRR	_
,	_	_
my	_	_
friend	_	_
,	_	_
Linda	_	_
Take	ARGM-LVB	_
care	_	_
,	_	_
my	_	_
friend	ARGM-DIS	_
,	_	_
Linda	_	_
I	ARG1	_
'm	_	_
sorry	ARG2	_
to	_	_
say	_	_
Elena	_	_
's	_	_
story	_	_
has	_	_
been	_	_
revealed	_	_
to	_	_
be	_	_
a	_	_
fake	_	_
.	_	_
I	ARG1	_
'm	_	_
sorry	_	_
to	_	_
say	ARG2	_
Elena	_	_
's	_	_
story	_	_
has	_	_
been	_	_
revealed	_	_
to	_	_
be	_	_
a	_	_
fake	_	_
.	_	_
I	ARG0	_
'm	_	_
sorry	_	_
to	_	_
say	_	_
Elena	_	_
's	_	_
story	_	_
has	_	_
been	_	_
revealed	ARG1	_
to	_	_
be	_	_
a	_	_
fake	_	_
.	_	_
I	_	_
'm	_	_
sorry	_	_
to	_	_
say	_	_
Elena	_	_
's	_	_
story	_	_
has	_	_
been	_	_
revealed	_	_
to	_	_
be	_	_
a	_	_
fake	_	_
.	_	_
I	_	_
'm	_	_
sorry	_	_
to	_	_
say	_	_
Elena	_	_
's	_	_
story	_	_
has	_	_
been	_	_
revealed	_	_
to	_	_
be	_	_
a	_	_
fake	_	_
.	_	_
I	_	_
'm	_	_
sorry	_	_
to	_	_
say	_	_
Elena	_	_
's	_	_
story	ARG1	_
has	_	_
been	_	_
revealed	_	_
to	_	_
be	_	_
a	_	_
fake	ARG3	_
.	_	_
I	_	_
'm	_	_
sorry	_	_
to	_	_
say	_	_
Elena	_	_
's	_	_
story	ARG1	_
has	_	_
been	_	_
revealed	_	_
to	_	_
be	_	_
a	_	_
fake	ARG2	_
.	_	_
What	_	_
do	_	_
the	_	_
new	_	_
al	_	_
-	_	_
Qaeda	_	_
videotape	_	_
and	_	_
audio	_	_
speeches	_	_
of	_	_
Bin	_	_
Laden	_	_
and	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
tell	_	_
us	_	_
about	_	_
the	_	_
hopes	_	_
of	_	_
the	_	_
remaining	_	_
top	_	_
leadership	_	_
of	_	_
the	_	_
organization	_	_
?	_	_
What	_	_
do	_	_
the	_	_
new	ARGM-TMP	_
al	_	_
-	_	_
Qaeda	ARGM-ADJ	_
videotape	ARGM-MNR	_
and	_	_
audio	_	_
speeches	_	_
of	_	_
Bin	ARG0	_
Laden	_	_
and	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
tell	_	_
us	_	_
about	_	_
the	_	_
hopes	_	_
of	_	_
the	_	_
remaining	_	_
top	_	_
leadership	_	_
of	_	_
the	_	_
organization	_	_
?	_	_
What	ARG1	_
do	_	_
the	_	_
new	_	_
al	_	_
-	_	_
Qaeda	_	_
videotape	_	_
and	_	_
audio	_	_
speeches	_	_
of	_	_
Bin	_	_
Laden	_	_
and	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
tell	_	_
us	ARG2	_
about	_	_
the	_	_
hopes	C-ARG1	_
of	_	_
the	_	_
remaining	_	_
top	_	_
leadership	_	_
of	_	_
the	_	_
organization	_	_
?	_	_
What	_	_
do	_	_
the	_	_
new	_	_
al	_	_
-	_	_
Qaeda	_	_
videotape	_	_
and	_	_
audio	_	_
speeches	_	_
of	_	_
Bin	_	_
Laden	_	_
and	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
tell	_	_
us	_	_
about	_	_
the	_	_
hopes	_	_
of	_	_
the	_	_
remaining	_	_
top	_	_
leadership	ARG0	_
of	_	_
the	_	_
organization	_	_
?	_	_
What	_	_
do	_	_
the	_	_
new	_	_
al	_	_
-	_	_
Qaeda	_	_
videotape	_	_
and	_	_
audio	_	_
speeches	_	_
of	_	_
Bin	_	_
Laden	_	_
and	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
tell	_	_
us	_	_
about	_	_
the	_	_
hopes	_	_
of	_	_
the	_	_
remaining	ARGM-ADJ	_
top	ARGM-ADJ	_
leadership	_	_
of	_	_
the	_	_
organization	ARG1	_
?	_	_
Because	_	_
the	_	_
US	_	_
and	_	_
Pakistan	_	_
have	_	_
managed	_	_
to	_	_
capture	_	_
or	_	_
kill	_	_
about	_	_
2	_	_
/	_	_
3s	_	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	_	_
are	_	_
not	_	_
in	_	_
close	_	_
contact	_	_
with	_	_
al	_	_
-	_	_
Zawahiri	_	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
Because	_	_
the	_	_
US	ARG0	_
and	_	_
Pakistan	_	_
have	_	_
managed	_	_
to	_	_
capture	ARG1	_
or	_	_
kill	_	_
about	_	_
2	_	_
/	_	_
3s	_	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	_	_
are	_	_
not	_	_
in	_	_
close	_	_
contact	_	_
with	_	_
al	_	_
-	_	_
Zawahiri	_	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
Because	_	_
the	_	_
US	ARG0	_
and	_	_
Pakistan	_	_
have	_	_
managed	_	_
to	_	_
capture	_	_
or	_	_
kill	_	_
about	_	_
2	_	_
/	_	_
3s	ARG1	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	_	_
are	_	_
not	_	_
in	_	_
close	_	_
contact	_	_
with	_	_
al	_	_
-	_	_
Zawahiri	_	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
Because	_	_
the	_	_
US	ARG0	_
and	_	_
Pakistan	_	_
have	_	_
managed	_	_
to	_	_
capture	_	_
or	_	_
kill	_	_
about	_	_
2	_	_
/	_	_
3s	ARG1	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	_	_
are	_	_
not	_	_
in	_	_
close	_	_
contact	_	_
with	_	_
al	_	_
-	_	_
Zawahiri	_	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
Because	_	_
the	_	_
US	_	_
and	_	_
Pakistan	_	_
have	_	_
managed	ARGM-CAU	_
to	_	_
capture	_	_
or	_	_
kill	_	_
about	_	_
2	_	_
/	_	_
3s	_	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	ARG1	_
are	_	_
not	ARGM-NEG	_
in	_	_
close	_	_
contact	ARG2	_
with	_	_
al	_	_
-	_	_
Zawahiri	_	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
Because	_	_
the	_	_
US	_	_
and	_	_
Pakistan	_	_
have	_	_
managed	_	_
to	_	_
capture	_	_
or	_	_
kill	_	_
about	_	_
2	_	_
/	_	_
3s	_	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	_	_
are	_	_
not	_	_
in	_	_
close	ARGM-MNR	_
contact	_	_
with	_	_
al	_	_
-	_	_
Zawahiri	ARG1	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
The	_	_
tape	ARG1	_
was	_	_
a	_	_
way	ARG2	_
to	_	_
signal	_	_
priorities	_	_
.	_	_
The	_	_
tape	_	_
was	_	_
a	_	_
way	_	_
to	_	_
signal	ARG1	_
priorities	_	_
.	_	_
The	_	_
tape	_	_
was	_	_
a	_	_
way	ARGM-MNR	_
to	_	_
signal	_	_
priorities	ARG1	_
.	_	_
These	ARG1	_
are	_	_
1	_	_
)	_	_
Assassinate	ARG2	_
or	_	_
overthrow	_	_
Gen.	_	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
"	_	_
president	_	_
"	_	_
who	_	_
had	_	_
made	_	_
a	_	_
coup	_	_
in	_	_
1999	_	_
and	_	_
has	_	_
thrown	_	_
in	_	_
his	_	_
lot	_	_
with	_	_
the	_	_
United	_	_
States	_	_
against	_	_
the	_	_
Taliban	_	_
and	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
These	_	_
are	_	_
1	_	_
)	_	_
Assassinate	_	_
or	_	_
overthrow	_	_
Gen.	ARG1	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
"	_	_
president	_	_
"	_	_
who	_	_
had	_	_
made	_	_
a	_	_
coup	_	_
in	_	_
1999	_	_
and	_	_
has	_	_
thrown	_	_
in	_	_
his	_	_
lot	_	_
with	_	_
the	_	_
United	_	_
States	_	_
against	_	_
the	_	_
Taliban	_	_
and	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
These	_	_
are	_	_
1	_	_
)	_	_
Assassinate	_	_
or	_	_
overthrow	_	_
Gen.	ARG1	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
"	_	_
president	_	_
"	_	_
who	_	_
had	_	_
made	_	_
a	_	_
coup	_	_
in	_	_
1999	_	_
and	_	_
has	_	_
thrown	_	_
in	_	_
his	_	_
lot	_	_
with	_	_
the	_	_
United	_	_
States	_	_
against	_	_
the	_	_
Taliban	_	_
and	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
These	_	_
are	_	_
1	_	_
)	_	_
Assassinate	_	_
or	_	_
overthrow	_	_
Gen.	_	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
"	_	_
president	_	_
"	_	_
who	_	_
had	_	_
made	_	_
a	_	_
coup	_	_
in	_	_
1999	_	_
and	_	_
has	_	_
thrown	_	_
in	_	_
his	_	_
lot	_	_
with	_	_
the	_	_
United	_	_
States	_	_
against	_	_
the	_	_
Taliban	_	_
and	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
These	_	_
are	_	_
1	_	_
)	_	_
Assassinate	_	_
or	_	_
overthrow	_	_
Gen.	_	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
"	_	_
president	ARG0	_
"	_	_
who	R-ARG0	_
had	_	_
made	_	_
a	_	_
coup	ARG1	_
in	_	_
1999	ARGM-TMP	_
and	_	_
has	_	_
thrown	_	_
in	_	_
his	_	_
lot	_	ARGM-TMP
with	_	_
the	_	_
United	_	_
States	_	_
against	_	_
the	_	_
Taliban	_	_
and	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
These	_	_
are	_	_
1	_	_
)	_	_
Assassinate	_	_
or	_	_
overthrow	_	_
Gen.	_	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
"	_	_
president	_	_
"	_	_
who	_	_
had	_	_
made	_	_
a	_	_
coup	_	_
in	_	_
1999	_	_
and	_	_
has	_	_
thrown	_	_
in	_	_
his	_	_
lot	_	_
with	_	_
